Video ID,Title,Comment
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"Dimana mana namanya pelatihan kerja adalah pratek langsung yg di dampaingi instruktur. Lah ini cuma nonton video tutorial doang, berbayar lagi.."
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"15:46 pemikiran anak esdeh,, dah ah males nonton"
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"yg dibutuhkan skrg bantuan tunai. supaya korban phk dan rakyat miskin bisa makan,, uang negara tidak selalu melulu hanya untuk dimakan koruptor,,, saya gk bilang bahwa kartu prakerja ini dikoruptor,, tapi tolong sistemnya dipermudah  supaya korban phk bisa cepat beli beras buat makan,, dan benar2 diseleksi dengan baik, tidak hanya terkesan NGAWUR, @DONNY GAHRAL ADIAN,@DONNY GAHRAL ADIAN"
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"5,6 triliun dari pada berapa bersennya untuk membyara platform yg jelas udah kaya, mending buat bantu rakyat secara cash, alias langsung,, hadeh,, ngeri banget ya kontroversi kartu prakerja ini,"
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"disaat spt ini kita semua sedang berduka krn corona, knp masih aj ad oknum yg mempergunakan keadaan untuk keuntungan diri sendiri, nyataya apakah sampe sekarang salah satu diantara kalian udh berhasil beli beras pake kartu prakerja???? belum kan???????   harusnya pemerintah kalo mau mengadakan program kartu prakerja sekarang bener2 yg bisa membantu masyarakat secara real,"
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"males bngt liat mukanya dony gahral, keliatan dia ngeles"
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"Luaar biasaa!! Hambur2 duit rakyat, 5.6 t buat video2 yg unfaedah..buat langganan Netflix sja lebih mafaat"
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"kenapa pilihan bank buat terima insetif nya cuma 1..? cuma bank BNI aja. setidaknya harusnya ada bank BRI jg.. masa iya saya harus bikin akun bank baru cuma khusus untuk prakerja aja? lagian di sini mau keluar jg susah karna psbb.. saya sudah coba upgrade akun ovo dan linkaja, sudah satu minggu lebih, gak ada kabar! sudah di email jg gak di balas. pas mau coba upgrade akun gopay, sampai 5 kali gagal terus dengan alasan tidak terbaca. memang kurang jelas apa lagi..? parahnya lagi ulasan saya yg di playstore juga di hapus pihak sana  karna saya kasih ulasan kritis..
kalau semuanya gak ada yang bisa begini, terus harus gimana lagi..? diam aja gitu sampai batas waktu pelatihannya habis dan insetifnya hilang gitu aja !? pemberitahuan lulus aja gak ada di email/sms. harus cek sendiri ke dashboard dengan isi yg masih ambigu jg.. saya jadi merasa bodoh sendiri disini. udah kehilangan pekerjaan, eh di beri harapan palsu lagi. ngeluh juga cuma bisa di youtube 😂 ..
kalian semua yg mempermainkan kesusahan orang lain pasti akan dapat balasan yg lebih sakit nantinya."
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"Pemerintahan terkecil ada di desa. Saya melihat bentuk bantuan sosial seperti Program Keluarga Harapan (PKH),  dsb. sangat menyentuh hati masyarakat dan bernilai guna tanpa membutuhkan android, ios, atau pc. Ada baiknya segala sesuatu dimulai dari desa ke desa dengan prioritas pendataan yang akurat."
IvhJMG6PkVw,Ada Apa Dengan Kartu Prakerja? - SATU MEJA THE FORUM,"Harus dihentikan karna tidak efektif sama sekali .. sebelum smuanya sia sia , tidak menguntungkan rakyat sma sekali,. Pelatihan yg ditawarkan diyoutube tinggal ketik , gratis ..
Solusi mengurangi pengangguran itu yah banyakin lowongan pekerjaan, danai para wirausahawan, jangan cuma dipajak i aja , 
Eh skrang malah menghamburkan uang negara, tujuan gk jelas, dn menguntungkan beberapa pihak yg jelas ekonominya udh cukup baik/ kaya raya .."
