Video ID,Title,Comment
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",TOLONG TANGKAP PETINGGI PT WASKITA KARYA. GANTI RUGI LAHAN MASYARAKAT= HANYA 75 RIBU PER METER.
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",HANYA 75 RIBU PER METER. GANTI RUGI LAHAN MASYARAKAT. DALAM PEMBAGUNAN JALAN TOL PELABUHAN DI KAB BATU BARA SUMATERA UTARA. TOLONG TANGKAP PETINGGI PT WASKITA KARYA.
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Alhamdulillah.. sehat sehat terus Pak jokowi
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Alhamdulillaah
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","Semoga Allah selalu memberikan kesehatan,umur panjang ,berkah yg melimpah dan kebahagiaan bersama keluarga...aamiin"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","Semangat pak Jokowi🇮🇩🇮🇩💪
Presidenku
Pilihan rakyat dan Allah
You are the best❤️"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","DEMI KEAMANAN MASYARAKAT LUAS & NKRI, Sebaiknya Ketua Pimpinan LASKAR FPI KHILAFAH TEROR ISIS RIZIEQ SHIHAB DIJERAT HUKUMAN MATI,  AGAR ORGANISASI FPI TEROR ISIS INI BENAR2 SELESAI dan DIBUBARKAN SECARA SAH Karena JIKA TIDAK DIJERAT HUKUMAN MATI, maka mereka akan MENYERANG BALIK ke Pemerintahan yg Sah yang mana 6 anggota TEROR ISIS FPI TEWAS DI TANGAN POLRI!!! 
Rizieq SHIHAB sebaiknya di jerat Hukuman Mati!!

RIZIEQ SHIHAB, MUNARMAN itu BUKAN KENA PASAL KERUMUNAN ! TAPI Pasal PEMBERONTAKAN FPI Negara Islam KHILAFAH TEROR ISIS ! Sama seperti DITII !! FPI itu Organisasi TERLARANG & bibit2 TERORIS IDEOLOG ISIS KHILAFAH !!  Makanya ada Laskar FPI artinya Tentara KHILAFAH TEROR ISIS !! 
 Pembubaran FPI memiliki dasar hukum sesuai Perpu Nomor 2 Tahun 2017 tentang Organisasi Kemasyarakatan. Dalam Pasal 59 ayat (3) disebutkan mengenai berbagai LARANGAN BAGI ORMAS, seperti Tindakan Permusuhan terhadap Suku, Agama atau golongan tertentu hingga mengganggu Ketertiban dan Ketentraman Umum""! >> Tindak Tegas!

Intinya Petugas Keamanan Membela diri dari Serangan Laskar FPI TEROR ISIS!!! 
Jika tidak ditindak tegas MAKA Keselamatan Jiwa Petugas akan TERANCAM !!!

Yg namanya 🇮🇩🇮🇩🇮🇩TNI POLRI 🇮🇩🇮🇩🇮🇩WAJIB BAWA SENJATA API SAAT BERTUGAS APAPUN SITUASI & KEADAAN NYA, TANPA SYARAT !!! Bahkan Negara dalam keadaan Damai pun SENJATA API WAJIB SELALU NEMPEL DI BADAN TNI & POLRI !!! Karena TNI & Polri adalah SIMBOL KEAMANAN !!! 
Jangan mau di atur sama FPI & Kelompok2 Ormas KHILAFAH !!!! 
Jika tidak bersalah, tidak perlu takut dengan TNI POLRI BERSENJATA “ karena TNI POLRI BERSENJATA adalah Bagian dari Kewajiban Aparat Keamanan !

https://youtu.be/zVIfZyrEG3g,
----https://youtu.be/tyTRKjPAuTg,
>> https://youtu.be/Ol8VUJju6F0"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","terima kasih pak presiden kami sangat bahagia mendengar kabar vaksin gratis, semoga dg adanya vaksin covid ini bangsa Indonesia semakin tambah sehat dan terus berkarya demi kemajuan bangsa kita."
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","Terimakasih pak Presiden, semoga bapak selalu sehat dan NKRI kuat, aamiin"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Tuhan  baik  unk  Indonesia...
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","Oh yha pak , boleh usul pak FPI dibubarkan saja, soalnya negara gak butuh FPI pak , Asalamualaikum Pak Presiden"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","Aamiin, terimakasih Pak jokowi"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Yg meng uangkan vaksin gratis bakalan dihukum mati😅
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Rmang seharusnya begitu untuk meyakinkan rakyat yang berbusa ngomong g mau divaksin kudi diginiin...bagus pa k de
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Alhamdulillah..terimakasih banyak pak presiden Joko Widodo atas kerja keras bersama para jajaran mentri..Semoga Allah SWT selalu menjaga negri ini dalam suasana pandemi dan semoga cepat berakhir...Aamiin YRA
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Terima kasih pak Jokowi
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","Sehat selalu dan tetap semangat Pak Presidenku dan sehatlah semua rakyat Indonesia, semua akan menjadi indah tepat pada waktunya 🙏"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Aamiin semoga vaksin merah putih aman untuk masyarakat dan semoga semuanya lancar 🤲🏻
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","Semoga kita bisa hidup normal seperti dulu lagi dan bisa sekolah offline lagi 
Amin  😇😊☺😘😍🙏"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",#StopTheCOVID19🙏
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",pak jkw start di 02:19
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","kan vaksin sdah ada,knpa masih ada aja yg meninggal akhir2 ini pak"
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Bagus nya bikin iklan 10 mnit biar nambah jam tayang nya
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Alhamdullilah...Vaksin Cov 19 dingratiskan bagi seluruh masyarakat
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020",Terima kasih Presiden ku...Semoga Allah selalu melindungi Mu
WWd__LoL5EI,"LIVE: Keterangan Pers Presiden RI terkait Vaksin Covid-19, Istana Merdeka, 16 Desember 2020","Bpk Presiden Jokowi sllu lebih mengutamakan kepentingan rakyat diats segala2 nya,trimksih pak Ats kepedulian bpk,kiranya bapak sllu sehat dlm lindungan Tuhan YME dlm memimpin dan membangun negri ini amin😇😇😇🙏🙏🙏❤❤❤"
